amfi_code,date,nav
100005,2022-01-16,63.5041
100005,2022-01-17,64.17
100005,2022-01-18,64.355
100005,2022-01-19,63.3743
100005,2022-01-20,64.0098
100005,2022-01-21,63.7224
100005,2022-01-22,63.2915
100005,2022-01-23,64.7855
100005,2022-01-24,65.2943
100005,2022-01-25,65.8846
100005,2022-01-26,65.5181
100005,2022-01-27,64.2529
100005,2022-01-28,65.2729
100005,2022-01-29,64.0087
100005,2022-01-30,64.9632
100005,2022-01-31,64.0151
100005,2022-02-01,64.5759
100005,2022-02-02,63.3914
100005,2022-02-03,62.9298
100005,2022-02-04,63.2143
100005,2022-02-05,63.4545
100005,2022-02-06,63.928
100005,2022-02-07,64.0302
100005,2022-02-08,63.3859
100005,2022-02-09,64.9255
100005,2022-02-10,65.2772
100005,2022-02-11,65.311
100005,2022-02-12,65.7687
100005,2022-02-13,66.3703
100005,2022-02-14,67.0094
100005,2022-02-15,66.1164
100005,2022-02-16,65.404
100005,2022-02-17,65.3235
100005,2022-02-18,64.7084
100005,2022-02-19,64.8728
100005,2022-02-20,64.9837
100005,2022-02-21,65.7884
100005,2022-02-22,64.4582
100005,2022-02-23,65.3415
100005,2022-02-24,65.0075
100005,2022-02-25,65.2088
100005,2022-02-26,66.0535
100005,2022-02-27,65.6581
100005,2022-02-28,64.3631
100005,2022-03-01,64.2627
100005,2022-03-02,64.1857
100005,2022-03-03,64.4304
100005,2022-03-04,64.9949
100005,2022-03-05,64.8553
100005,2022-03-06,65.2988
100005,2022-03-07,65.2917
100005,2022-03-08,64.9521
100005,2022-03-09,64.6092
100005,2022-03-10,63.7758
100005,2022-03-11,64.9223
100005,2022-03-12,65.612
100005,2022-03-13,64.5221
100005,2022-03-14,63.8189
100005,2022-03-15,63.4481
100005,2022-03-16,62.7634
100005,2022-03-17,63.1067
100005,2022-03-18,64.9494
100005,2022-03-19,65.6248
100005,2022-03-20,65.2183
100005,2022-03-21,65.9053
100005,2022-03-22,66.9748
100005,2022-03-23,67.2355
100005,2022-03-24,66.5486
100005,2022-03-25,65.4547
100005,2022-03-26,63.9174
100005,2022-03-27,63.4568
100005,2022-03-28,62.0437
100005,2022-03-29,62.9639
100005,2022-03-30,63.3329
100005,2022-03-31,63.7196
100005,2022-04-01,61.8669
100005,2022-04-02,62.0177
100005,2022-04-03,62.0277
100005,2022-04-04,62.4324
100005,2022-04-05,62.5653
100005,2022-04-06,62.4493
100005,2022-04-07,61.2791
100005,2022-04-08,60.8475
100005,2022-04-09,60.5463
100005,2022-04-10,61.1118
100005,2022-04-11,60.5713
100005,2022-04-12,60.4648
100005,2022-04-13,60.5133
100005,2022-04-14,60.7089
100005,2022-04-15,60.5133
100005,2022-04-16,60.6786
100005,2022-04-17,60.2945
100005,2022-04-18,59.039
100005,2022-04-19,59.552
100005,2022-04-20,59.5314
100005,2022-04-21,59.4054
100005,2022-04-22,58.5763
100005,2022-04-23,58.6481
100005,2022-04-24,58.732
100005,2022-04-25,58.4185
100005,2022-04-26,57.2435
100005,2022-04-27,56.5534
100005,2022-04-28,55.3403
100005,2022-04-29,54.9606
100005,2022-04-30,54.2715
100005,2022-05-01,52.701
100005,2022-05-02,51.9953
100005,2022-05-03,51.6617
100005,2022-05-04,51.4998
100005,2022-05-05,50.948
100005,2022-05-06,51.4665
100005,2022-05-07,51.5238
100005,2022-05-08,50.3225
100005,2022-05-09,49.3826
100005,2022-05-10,50.1348
100005,2022-05-11,49.7242
100005,2022-05-12,51.1605
100005,2022-05-13,51.9331
100005,2022-05-14,51.2238
100005,2022-05-15,51.4507
100005,2022-05-16,52.0586
100005,2022-05-17,52.3311
100005,2022-05-18,51.9685
100005,2022-05-19,52.9586
100005,2022-05-20,52.8625
100005,2022-05-21,53.2496
100005,2022-05-22,53.3693
100005,2022-05-23,53.5654
100005,2022-05-24,52.8483
100005,2022-05-25,52.5789
100005,2022-05-26,52.8869
100005,2022-05-27,52.8584
100005,2022-05-28,53.2429
100005,2022-05-29,52.4862
100005,2022-05-30,52.745
100005,2022-05-31,52.0025
100005,2022-06-01,52.0058
100005,2022-06-02,52.0287
100005,2022-06-03,53.7789
100005,2022-06-04,54.447
100005,2022-06-05,54.8214
100005,2022-06-06,54.3916
100005,2022-06-07,55.3534
100005,2022-06-08,56.5246
100005,2022-06-09,56.5359
100005,2022-06-10,57.3427
100005,2022-06-11,57.3775
100005,2022-06-12,57.0619
100005,2022-06-13,57.2478
100005,2022-06-14,57.7003
100005,2022-06-15,58.7115
100005,2022-06-16,57.3155
100005,2022-06-17,57.3678
100005,2022-06-18,57.7018
100005,2022-06-19,57.9876
100005,2022-06-20,57.5004
100005,2022-06-21,57.8137
100005,2022-06-22,59.095
100005,2022-06-23,58.6067
100005,2022-06-24,59.4117
100005,2022-06-25,60.0077
100005,2022-06-26,58.0542
100005,2022-06-27,57.9654
100005,2022-06-28,57.1915
100005,2022-06-29,58.9271
100005,2022-06-30,57.8725
100005,2022-07-01,58.7248
100005,2022-07-02,59.7158
100005,2022-07-03,60.2903
100005,2022-07-04,59.6667
100005,2022-07-05,59.0008
100005,2022-07-06,58.6343
100005,2022-07-07,59.2996
100005,2022-07-08,59.3151
100005,2022-07-09,60.0981
100005,2022-07-10,61.2877
100005,2022-07-11,61.6376
100005,2022-07-12,62.0359
100005,2022-07-13,62.5087
100005,2022-07-14,62.908
100005,2022-07-15,62.4879
100005,2022-07-16,63.2848
100005,2022-07-17,63.0787
100005,2022-07-18,64.8492
100005,2022-07-19,65.6444
100005,2022-07-20,65.1186
100005,2022-07-21,65.7487
100005,2022-07-22,66.7508
100005,2022-07-23,67.2733
100005,2022-07-24,66.31
100005,2022-07-25,65.6906
100005,2022-07-26,65.2154
100005,2022-07-27,64.2478
100005,2022-07-28,64.6097
100005,2022-07-29,65.0565
100005,2022-07-30,64.6809
100005,2022-07-31,63.1446
100005,2022-08-01,65.1987
100005,2022-08-02,65.1503
100005,2022-08-03,65.4082
100005,2022-08-04,64.208
100005,2022-08-05,63.0201
100005,2022-08-06,62.869
100005,2022-08-07,63.5317
100005,2022-08-08,63.5173
100005,2022-08-09,64.3454
100005,2022-08-10,63.5894
100005,2022-08-11,64.0552
100005,2022-08-12,63.9382
100005,2022-08-13,62.9515
100005,2022-08-14,64.365
100005,2022-08-15,64.5189
100005,2022-08-16,65.5818
100005,2022-08-17,67.1575
100005,2022-08-18,67.2023
100005,2022-08-19,67.1438
100005,2022-08-20,67.8643
100005,2022-08-21,69.005
100005,2022-08-22,68.2743
100005,2022-08-23,67.9272
100005,2022-08-24,67.6869
100005,2022-08-25,67.7284
100005,2022-08-26,67.5924
100005,2022-08-27,67.0556
100005,2022-08-28,67.9697
100005,2022-08-29,67.368
100005,2022-08-30,67.2538
100005,2022-08-31,66.9927
100005,2022-09-01,66.1507
100005,2022-09-02,64.938
100005,2022-09-03,64.8454
100005,2022-09-04,64.9726
100005,2022-09-05,64.5191
100005,2022-09-06,65.499
100005,2022-09-07,65.273
100005,2022-09-08,64.8491
100005,2022-09-09,65.4451
100005,2022-09-10,65.5193
100005,2022-09-11,65.6501
100005,2022-09-12,65.9128
100005,2022-09-13,66.3228
100005,2022-09-14,67.1425
100005,2022-09-15,67.1486
100005,2022-09-16,68.296
100005,2022-09-17,68.9405
100005,2022-09-18,68.9134
100005,2022-09-19,68.773
100005,2022-09-20,69.991
100005,2022-09-21,71.0116
100005,2022-09-22,71.1607
100005,2022-09-23,71.1954
100005,2022-09-24,72.531
100005,2022-09-25,73.4044
100005,2022-09-26,74.1545
100005,2022-09-27,71.8006
100005,2022-09-28,72.6382
100005,2022-09-29,72.3812
100005,2022-09-30,71.8284
100005,2022-10-01,72.2368
100005,2022-10-02,71.8383
100005,2022-10-03,71.7253
100005,2022-10-04,72.3058
100005,2022-10-05,71.0287
100005,2022-10-06,70.4629
100005,2022-10-07,70.6577
100005,2022-10-08,70.8892
100005,2022-10-09,70.4317
100005,2022-10-10,71.0462
100005,2022-10-11,69.3952
100005,2022-10-12,68.8192
100005,2022-10-13,69.3168
100005,2022-10-14,70.2231
100005,2022-10-15,70.9748
100005,2022-10-16,69.7748
100005,2022-10-17,69.5774
100005,2022-10-18,68.3142
100005,2022-10-19,69.3007
100005,2022-10-20,68.7583
100005,2022-10-21,69.3239
100005,2022-10-22,68.9763
100005,2022-10-23,70.3773
100005,2022-10-24,70.256
100005,2022-10-25,69.3709
100005,2022-10-26,69.6148
100005,2022-10-27,70.4145
100005,2022-10-28,71.2824
100005,2022-10-29,71.2391
100005,2022-10-30,69.5369
100005,2022-10-31,70.0259
100005,2022-11-01,69.2332
100005,2022-11-02,70.9769
100005,2022-11-03,70.8348
100005,2022-11-04,71.5727
100005,2022-11-05,70.9723
100005,2022-11-06,70.8501
100005,2022-11-07,70.2742
100005,2022-11-08,69.9209
100005,2022-11-09,69.8459
100005,2022-11-10,68.9322
100005,2022-11-11,69.1621
100005,2022-11-12,68.6748
100005,2022-11-13,67.6725
100005,2022-11-14,68.0945
100005,2022-11-15,67.1419
100005,2022-11-16,67.1193
100005,2022-11-17,66.5358
100005,2022-11-18,66.5208
100005,2022-11-19,65.5299
100005,2022-11-20,64.9815
100005,2022-11-21,65.5607
100005,2022-11-22,65.3297
100005,2022-11-23,64.0987
100005,2022-11-24,65.8929
100005,2022-11-25,66.2154
100005,2022-11-26,67.3495
100005,2022-11-27,67.2748
100005,2022-11-28,66.7119
100005,2022-11-29,66.1164
100005,2022-11-30,66.3128
100005,2022-12-01,67.2047
100005,2022-12-02,68.3911
100005,2022-12-03,67.2363
100005,2022-12-04,66.8454
100005,2022-12-05,67.2588
100005,2022-12-06,67.0053
100005,2022-12-07,67.4324
100005,2022-12-08,66.6102
100005,2022-12-09,66.5369
100005,2022-12-10,67.3732
100005,2022-12-11,65.5546
100005,2022-12-12,64.426
100005,2022-12-13,64.4809
100005,2022-12-14,65.3697
100005,2022-12-15,66.4346
100005,2022-12-16,66.097
100005,2022-12-17,65.9421
100005,2022-12-18,65.889
100005,2022-12-19,67.2393
100005,2022-12-20,66.8187
100005,2022-12-21,67.0094
100005,2022-12-22,67.2374
100005,2022-12-23,67.9051
100005,2022-12-24,67.897
100005,2022-12-25,69.7134
100005,2022-12-26,69.265
100005,2022-12-27,69.3277
100005,2022-12-28,68.9153
100005,2022-12-29,70.5314
100005,2022-12-30,70.7196
100005,2022-12-31,71.9342
100005,2023-01-01,72.8107
100005,2023-01-02,72.1357
100005,2023-01-03,72.7759
100005,2023-01-04,72.945
100005,2023-01-05,72.269
100005,2023-01-06,71.9032
100005,2023-01-07,70.8867
100005,2023-01-08,72.8865
100005,2023-01-09,72.6605
100005,2023-01-10,72.3259
100005,2023-01-11,73.2961
100005,2023-01-12,73.8574
100005,2023-01-13,73.297
100005,2023-01-14,73.6868
100005,2023-01-15,74.9368
100005,2023-01-16,75.959
100005,2023-01-17,76.6304
100005,2023-01-18,76.69
100005,2023-01-19,76.8166
100005,2023-01-20,76.2099
100005,2023-01-21,75.7055
100005,2023-01-22,75.6041
100005,2023-01-23,75.8727
100005,2023-01-24,75.5454
100005,2023-01-25,76.7793
100005,2023-01-26,74.9942
100005,2023-01-27,74.6859
100005,2023-01-28,73.7982
100005,2023-01-29,73.405
100005,2023-01-30,72.5196
100005,2023-01-31,71.9514
100005,2023-02-01,72.0149
100005,2023-02-02,71.7226
100005,2023-02-03,72.0679
100005,2023-02-04,72.314
100005,2023-02-05,72.4119
100005,2023-02-06,71.3888
100005,2023-02-07,70.408
100005,2023-02-08,70.7682
100005,2023-02-09,68.6127
100005,2023-02-10,67.8484
100005,2023-02-11,68.0938
100005,2023-02-12,69.196
100005,2023-02-13,69.9194
100005,2023-02-14,70.0111
100005,2023-02-15,70.822
100005,2023-02-16,70.7066
100005,2023-02-17,71.2393
100005,2023-02-18,72.0188
100005,2023-02-19,72.9592
100005,2023-02-20,72.3915
100005,2023-02-21,73.5567
100005,2023-02-22,73.1905
100005,2023-02-23,73.1332
100005,2023-02-24,74.3333
100005,2023-02-25,74.4269
100005,2023-02-26,73.6149
100005,2023-02-27,73.1071
100005,2023-02-28,74.1971
100005,2023-03-01,74.4561
100005,2023-03-02,75.4681
100005,2023-03-03,77.6277
100005,2023-03-04,78.9761
100005,2023-03-05,80.3151
100005,2023-03-06,81.2552
100005,2023-03-07,80.8368
100005,2023-03-08,80.9659
100005,2023-03-09,80.3747
100005,2023-03-10,81.0356
100005,2023-03-11,83.6596
100005,2023-03-12,83.6821
100005,2023-03-13,83.4891
100005,2023-03-14,84.653
100005,2023-03-15,84.5329
100005,2023-03-16,83.7206
100005,2023-03-17,83.6178
100005,2023-03-18,82.704
100005,2023-03-19,82.4318
100005,2023-03-20,82.4485
100005,2023-03-21,83.3553
100005,2023-03-22,83.619
100005,2023-03-23,83.8226
100005,2023-03-24,84.3261
100005,2023-03-25,83.0425
100005,2023-03-26,83.7539
100005,2023-03-27,83.3913
100005,2023-03-28,84.0541
100005,2023-03-29,83.8702
100005,2023-03-30,84.0855
100005,2023-03-31,85.3134
100005,2023-04-01,84.7327
100005,2023-04-02,85.5041
100005,2023-04-03,86.1572
100005,2023-04-04,86.62
100005,2023-04-05,87.053
100005,2023-04-06,85.4641
100005,2023-04-07,84.7639
100005,2023-04-08,85.8275
100005,2023-04-09,88.5412
100005,2023-04-10,89.2605
100005,2023-04-11,88.7338
100005,2023-04-12,90.6897
100005,2023-04-13,90.3778
100005,2023-04-14,90.5871
100005,2023-04-15,89.6004
100005,2023-04-16,90.893
100005,2023-04-17,90.4226
100005,2023-04-18,90.4089
100005,2023-04-19,90.0818
100005,2023-04-20,87.7296
100005,2023-04-21,87.6802
100005,2023-04-22,87.3825
100005,2023-04-23,87.6015
100005,2023-04-24,85.5754
100005,2023-04-25,84.8647
100005,2023-04-26,84.8269
100005,2023-04-27,85.7709
100005,2023-04-28,84.7683
100005,2023-04-29,85.3978
100005,2023-04-30,85.2131
100005,2023-05-01,85.5426
100005,2023-05-02,85.7838
100005,2023-05-03,85.291
100005,2023-05-04,85.9017
100005,2023-05-05,86.5996
100005,2023-05-06,83.8547
100005,2023-05-07,83.643
100005,2023-05-08,83.8938
100005,2023-05-09,83.5445
100005,2023-05-10,84.489
100005,2023-05-11,85.2724
100005,2023-05-12,84.5187
100005,2023-05-13,85.1919
100005,2023-05-14,84.5428
100005,2023-05-15,85.3771
100005,2023-05-16,84.8734
100005,2023-05-17,83.1085
100005,2023-05-18,83.8247
100005,2023-05-19,84.0013
100005,2023-05-20,84.4738
100005,2023-05-21,84.7042
100005,2023-05-22,84.4615
100005,2023-05-23,84.5564
100005,2023-05-24,85.8747
100005,2023-05-25,85.4436
100005,2023-05-26,84.9425
100005,2023-05-27,86.5475
100005,2023-05-28,86.8905
100005,2023-05-29,86.5835
100005,2023-05-30,86.6937
100005,2023-05-31,88.6399
100005,2023-06-01,88.4123
100005,2023-06-02,89.6394
100005,2023-06-03,91.1693
100005,2023-06-04,90.5025
100005,2023-06-05,89.2806
100005,2023-06-06,88.0423
100005,2023-06-07,90.0161
100005,2023-06-08,91.6037
100005,2023-06-09,91.5775
100005,2023-06-10,92.5911
100005,2023-06-11,92.7432
100005,2023-06-12,93.7601
100005,2023-06-13,94.4539
100005,2023-06-14,95.9519
100005,2023-06-15,97.0935
100005,2023-06-16,97.9877
100005,2023-06-17,99.1545
100005,2023-06-18,98.0538
100005,2023-06-19,99.5031
100005,2023-06-20,100.1335
100005,2023-06-21,98.0356
100005,2023-06-22,97.5032
100005,2023-06-23,99.0879
100005,2023-06-24,101.6883
100005,2023-06-25,102.492
100005,2023-06-26,100.4055
100005,2023-06-27,100.754
100005,2023-06-28,102.8965
100005,2023-06-29,102.9377
100005,2023-06-30,104.1075
100005,2023-07-01,104.1802
100005,2023-07-02,104.7971
100005,2023-07-03,103.6751
100005,2023-07-04,104.479
100005,2023-07-05,103.0455
100005,2023-07-06,104.545
100005,2023-07-07,104.7787
100005,2023-07-08,103.1589
100005,2023-07-09,104.5507
100005,2023-07-10,105.8094
100005,2023-07-11,108.6345
100005,2023-07-12,108.6296
100005,2023-07-13,108.0489
100005,2023-07-14,110.225
100005,2023-07-15,110.1003
100005,2023-07-16,109.5731
100005,2023-07-17,110.6443
100005,2023-07-18,108.8928
100005,2023-07-19,106.2982
100005,2023-07-20,106.6305
100005,2023-07-21,107.8395
100005,2023-07-22,105.8367
100005,2023-07-23,106.3179
100005,2023-07-24,107.5036
100005,2023-07-25,107.1836
100005,2023-07-26,104.7017
100005,2023-07-27,104.3543
100005,2023-07-28,102.3499
100005,2023-07-29,101.7896
100005,2023-07-30,103.5193
100005,2023-07-31,102.7701
100005,2023-08-01,103.5447
100005,2023-08-02,102.148
100005,2023-08-03,101.468
100005,2023-08-04,103.2762
100005,2023-08-05,104.803
100005,2023-08-06,102.6539
100005,2023-08-07,102.191
100005,2023-08-08,104.1342
100005,2023-08-09,104.9386
100005,2023-08-10,101.0779
100005,2023-08-11,99.8572
100005,2023-08-12,101.2635
100005,2023-08-13,102.9795
100005,2023-08-14,100.6848
100005,2023-08-15,101.4154
100005,2023-08-16,101.0851
100005,2023-08-17,101.9827
100005,2023-08-18,102.05
100005,2023-08-19,100.7029
100005,2023-08-20,99.8883
100005,2023-08-21,101.832
100005,2023-08-22,102.5474
100005,2023-08-23,105.2014
100005,2023-08-24,104.9045
100005,2023-08-25,103.9438
100005,2023-08-26,104.2232
100005,2023-08-27,103.9942
100005,2023-08-28,104.2338
100005,2023-08-29,105.2629
100005,2023-08-30,104.1604
100005,2023-08-31,103.5951
100005,2023-09-01,106.6363
100005,2023-09-02,107.3068
100005,2023-09-03,109.6512
100005,2023-09-04,110.468
100005,2023-09-05,112.3906
100005,2023-09-06,113.9562
100005,2023-09-07,112.1547
100005,2023-09-08,110.6587
100005,2023-09-09,110.6329
100005,2023-09-10,110.6983
100005,2023-09-11,110.1431
100005,2023-09-12,108.7658
100005,2023-09-13,109.7334
100005,2023-09-14,112.6035
100005,2023-09-15,111.7568
100005,2023-09-16,112.858
100005,2023-09-17,114.1108
100005,2023-09-18,114.2627
100005,2023-09-19,113.7144
100005,2023-09-20,112.9596
100005,2023-09-21,112.846
100005,2023-09-22,114.3858
100005,2023-09-23,115.0007
100005,2023-09-24,116.1519
100005,2023-09-25,115.9336
100005,2023-09-26,116.4511
100005,2023-09-27,118.3505
100005,2023-09-28,119.9906
100005,2023-09-29,115.9834
100005,2023-09-30,116.7974
100005,2023-10-01,116.3225
100005,2023-10-02,116.9492
100005,2023-10-03,116.1014
100005,2023-10-04,114.9399
100005,2023-10-05,116.5337
100005,2023-10-06,114.5377
100005,2023-10-07,114.6868
100005,2023-10-08,112.9018
100005,2023-10-09,112.8144
100005,2023-10-10,111.627
100005,2023-10-11,111.7262
100005,2023-10-12,111.7819
100005,2023-10-13,111.8894
100005,2023-10-14,112.4764
100005,2023-10-15,110.6552
100005,2023-10-16,111.965
100005,2023-10-17,111.0708
100005,2023-10-18,112.9464
100005,2023-10-19,111.5309
100005,2023-10-20,111.939
100005,2023-10-21,111.5234
100005,2023-10-22,110.7126
100005,2023-10-23,112.3078
100005,2023-10-24,113.7342
100005,2023-10-25,111.1073
100005,2023-10-26,111.8635
100005,2023-10-27,111.7572
100005,2023-10-28,109.3376
100005,2023-10-29,109.8032
100005,2023-10-30,108.9616
100005,2023-10-31,108.84
100005,2023-11-01,110.2272
100005,2023-11-02,109.499
100005,2023-11-03,109.9333
100005,2023-11-04,109.7836
100005,2023-11-05,109.2873
100005,2023-11-06,108.0999
100005,2023-11-07,107.1861
100005,2023-11-08,108.229
100005,2023-11-09,109.348
100005,2023-11-10,108.8389
100005,2023-11-11,112.7646
100005,2023-11-12,112.0482
100005,2023-11-13,109.4506
100005,2023-11-14,107.8415
100005,2023-11-15,105.6313
100005,2023-11-16,104.751
100005,2023-11-17,107.1803
100005,2023-11-18,108.9909
100005,2023-11-19,109.3277
100005,2023-11-20,110.7769
100005,2023-11-21,109.5806
100005,2023-11-22,110.2331
100005,2023-11-23,111.5076
100005,2023-11-24,110.5885
100005,2023-11-25,110.6887
100005,2023-11-26,110.7158
100005,2023-11-27,111.2187
100005,2023-11-28,110.8208
100005,2023-11-29,112.3767
100005,2023-11-30,112.0605
100005,2023-12-01,114.5148
100005,2023-12-02,114.0508
100005,2023-12-03,113.7886
100005,2023-12-04,113.7032
100005,2023-12-05,113.5572
100005,2023-12-06,116.5723
100005,2023-12-07,118.1206
100005,2023-12-08,119.4629
100005,2023-12-09,120.8327
100005,2023-12-10,121.9121
100005,2023-12-11,123.2836
100005,2023-12-12,126.1896
100005,2023-12-13,123.7017
100005,2023-12-14,122.8216
100005,2023-12-15,123.521
100005,2023-12-16,124.5777
100005,2023-12-17,124.2239
100005,2023-12-18,124.2266
100005,2023-12-19,124.8793
100005,2023-12-20,127.234
100005,2023-12-21,128.747
100005,2023-12-22,127.1621
100005,2023-12-23,126.529
100005,2023-12-24,127.3819
100005,2023-12-25,126.2593
100005,2023-12-26,128.9898
100005,2023-12-27,129.5903
100005,2023-12-28,129.1031
100005,2023-12-29,128.6083
100005,2023-12-30,127.7306
100005,2023-12-31,127.4444
100005,2024-01-01,128.463
100005,2024-01-02,130.995
100005,2024-01-03,132.5603
100005,2024-01-04,132.473
100005,2024-01-05,132.3947
100005,2024-01-06,133.2411
100005,2024-01-07,132.2717
100005,2024-01-08,129.6525
100005,2024-01-09,127.8172
100005,2024-01-10,128.0254
100005,2024-01-11,127.4642
100005,2024-01-12,129.0128
100005,2024-01-13,130.653
100005,2024-01-14,129.0013
100005,2024-01-15,129.3407
100005,2024-01-16,128.5283
100005,2024-01-17,127.4252
100005,2024-01-18,127.6312
100005,2024-01-19,129.2431
100005,2024-01-20,127.23
100005,2024-01-21,127.371
100005,2024-01-22,126.0616
100005,2024-01-23,124.4519
100005,2024-01-24,122.4363
100005,2024-01-25,123.0682
100005,2024-01-26,125.3801
100005,2024-01-27,125.2991
100005,2024-01-28,126.2425
100005,2024-01-29,128.7264
100005,2024-01-30,128.0367
100005,2024-01-31,128.8539
100005,2024-02-01,128.6801
100005,2024-02-02,131.4529
100005,2024-02-03,129.0325
100005,2024-02-04,128.7998
100005,2024-02-05,130.3576
100005,2024-02-06,130.3678
100005,2024-02-07,129.8342
100005,2024-02-08,130.3684
100005,2024-02-09,130.0902
100005,2024-02-10,128.6327
100005,2024-02-11,129.0294
100005,2024-02-12,128.7562
100005,2024-02-13,126.1916
100005,2024-02-14,126.0349
100005,2024-02-15,125.0369
100005,2024-02-16,123.5341
100005,2024-02-17,124.0032
100005,2024-02-18,124.7727
100005,2024-02-19,126.4892
100005,2024-02-20,125.4492
100005,2024-02-21,125.5195
100005,2024-02-22,122.567
100005,2024-02-23,118.619
100005,2024-02-24,118.9438
100005,2024-02-25,118.4818
100005,2024-02-26,118.2375
100005,2024-02-27,118.8523
100005,2024-02-28,118.3126
100005,2024-02-29,118.6247
100005,2024-03-01,116.4761
100005,2024-03-02,118.7683
100005,2024-03-03,116.9207
100005,2024-03-04,117.4186
100005,2024-03-05,114.7517
100005,2024-03-06,115.3736
100005,2024-03-07,116.1592
100005,2024-03-08,115.017
100005,2024-03-09,115.2603
100005,2024-03-10,117.4927
100005,2024-03-11,116.0355
100005,2024-03-12,113.5149
100005,2024-03-13,112.8631
100005,2024-03-14,113.6498
100005,2024-03-15,113.0558
100005,2024-03-16,113.7415
100005,2024-03-17,113.3801
100005,2024-03-18,113.7153
100005,2024-03-19,116.0614
100005,2024-03-20,116.5111
100005,2024-03-21,117.4803
100005,2024-03-22,116.5996
100005,2024-03-23,115.7625
100005,2024-03-24,115.669
100005,2024-03-25,116.6546
100005,2024-03-26,118.191
100005,2024-03-27,119.9959
100005,2024-03-28,119.8357
100005,2024-03-29,117.7782
100005,2024-03-30,119.9573
100005,2024-03-31,116.4343
100005,2024-04-01,117.0255
100005,2024-04-02,118.0835
100005,2024-04-03,120.1979
100005,2024-04-04,120.5564
100005,2024-04-05,121.3747
100005,2024-04-06,122.9163
100005,2024-04-07,121.9084
100005,2024-04-08,121.7311
100005,2024-04-09,121.2609
100005,2024-04-10,119.2529
100005,2024-04-11,119.5054
100005,2024-04-12,119.6027
100005,2024-04-13,121.2717
100005,2024-04-14,122.1124
100005,2024-04-15,124.0247
100005,2024-04-16,123.3264
100005,2024-04-17,124.0794
100005,2024-04-18,124.3063
100005,2024-04-19,125.3415
100005,2024-04-20,124.5353
100005,2024-04-21,122.8451
100005,2024-04-22,122.2517
100005,2024-04-23,124.437
100005,2024-04-24,125.2847
100005,2024-04-25,126.7263
100005,2024-04-26,127.3372
100005,2024-04-27,127.1279
100005,2024-04-28,128.7346
100005,2024-04-29,127.1562
100005,2024-04-30,125.2676
100005,2024-05-01,125.497
100005,2024-05-02,124.8566
100005,2024-05-03,124.1327
100005,2024-05-04,123.8695
100005,2024-05-05,123.46
100005,2024-05-06,124.7519
100005,2024-05-07,124.7466
100005,2024-05-08,124.9463
100005,2024-05-09,125.0142
100005,2024-05-10,124.9316
100005,2024-05-11,124.9841
100005,2024-05-12,124.5686
100005,2024-05-13,123.3382
100005,2024-05-14,123.3976
100005,2024-05-15,124.4741
100005,2024-05-16,125.4114
100005,2024-05-17,127.8271
100005,2024-05-18,128.9489
100005,2024-05-19,128.8088
100005,2024-05-20,130.1938
100005,2024-05-21,128.8161
100005,2024-05-22,129.8043
100005,2024-05-23,129.1887
100005,2024-05-24,129.9999
100005,2024-05-25,129.9176
100005,2024-05-26,131.3538
100005,2024-05-27,132.0991
100005,2024-05-28,131.3438
100005,2024-05-29,132.5816
100005,2024-05-30,134.0033
100005,2024-05-31,134.0398
100005,2024-06-01,132.1522
100005,2024-06-02,131.1476
100005,2024-06-03,131.6938
100005,2024-06-04,131.3163
100005,2024-06-05,131.4775
100005,2024-06-06,130.6525
100005,2024-06-07,130.4265
100005,2024-06-08,134.2543
100005,2024-06-09,133.5412
100005,2024-06-10,133.3366
100005,2024-06-11,132.0711
100005,2024-06-12,133.4974
100005,2024-06-13,133.4626
100005,2024-06-14,132.2001
100005,2024-06-15,131.3644
100005,2024-06-16,131.4388
100005,2024-06-17,128.5115
100005,2024-06-18,129.52
100005,2024-06-19,130.5501
100005,2024-06-20,131.8517
100005,2024-06-21,132.8043
100005,2024-06-22,133.4414
100005,2024-06-23,133.5232
100005,2024-06-24,132.654
100005,2024-06-25,132.1809
100005,2024-06-26,133.8825
100005,2024-06-27,133.2954
100005,2024-06-28,133.2745
100005,2024-06-29,132.0464
100005,2024-06-30,132.7723
100005,2024-07-01,132.3879
100005,2024-07-02,130.8241
100005,2024-07-03,132.4255
100005,2024-07-04,134.8486
100005,2024-07-05,133.4872
100005,2024-07-06,137.6887
100005,2024-07-07,138.8901
100005,2024-07-08,136.956
100005,2024-07-09,139.1189
100005,2024-07-10,139.5814
100005,2024-07-11,139.662
100005,2024-07-12,139.4261
100005,2024-07-13,140.2664
100005,2024-07-14,140.0039
100005,2024-07-15,138.3561
100005,2024-07-16,135.9386
100005,2024-07-17,135.3518
100005,2024-07-18,135.7757
100005,2024-07-19,134.5821
100005,2024-07-20,133.9506
100005,2024-07-21,131.816
100005,2024-07-22,131.1657
100005,2024-07-23,132.4988
100005,2024-07-24,135.6989
100005,2024-07-25,135.7576
100005,2024-07-26,139.2306
100005,2024-07-27,138.6959
100005,2024-07-28,138.4283
100005,2024-07-29,141.845
100005,2024-07-30,140.5088
100005,2024-07-31,140.6974
100005,2024-08-01,141.2559
100005,2024-08-02,144.4464
100005,2024-08-03,142.3521
100005,2024-08-04,142.0934
100005,2024-08-05,142.1908
100005,2024-08-06,144.9199
100005,2024-08-07,147.0829
100005,2024-08-08,145.8431
100005,2024-08-09,146.5742
100005,2024-08-10,146.1248
100005,2024-08-11,145.2702
